PLAYER_NAME,FT_AST,SECONDARY,POTENTIAL,PASSES,AST,AST_ADJ,AST_PCT,ADJ_AST_PCT
Chris Bosh,0.1,0.5,4.9,43.9,2.4,3.0,0.06,0.07
Rudy Gay,0.2,0.6,3.8,32.6,1.7,2.6,0.05,0.08
Jrue Holiday,0.8,1.1,11.5,45.5,6.0,7.8,0.13,0.17
LaMarcus Aldridge,0.1,0.6,3.0,37.2,1.5,2.1,0.04,0.06
Karl-Anthony Towns,0.3,0.6,3.9,36.2,2.0,2.9,0.05,0.08
Ryan Anderson,0.0,0.5,1.9,28.3,1.1,1.7,0.04,0.06
Jordan Clarkson,0.3,0.5,4.9,38.9,2.4,3.3,0.06,0.08
Pau Gasol,0.5,0.7,7.5,56.7,4.1,5.3,0.07,0.09
Marc Gasol,0.5,0.7,8.2,47.8,3.8,5.0,0.08,0.1
Avery Bradley,0.2,0.6,3.9,23.0,2.1,2.9,0.09,0.13
Victor Oladipo,0.2,0.9,7.4,39.5,3.9,5.0,0.1,0.13
Zach Randolph,0.3,0.4,4.4,32.5,2.1,2.7,0.06,0.08
Emmanuel Mudiay,0.6,1.2,10.5,53.4,5.5,7.3,0.1,0.14
Danilo Gallinari,0.1,0.4,5.2,33.2,2.5,3.1,0.08,0.09
Thaddeus Young,0.2,0.6,3.5,46.4,1.9,2.6,0.04,0.06
Paul Millsap,0.2,0.7,6.6,45.5,3.3,4.1,0.07,0.09
Derrick Favors,0.1,0.5,3.2,49.8,1.5,2.2,0.03,0.04
Andre Drummond,0.1,0.4,2.1,27.2,0.8,1.3,0.03,0.05
Al Horford,0.3,0.8,6.6,47.5,3.2,4.3,0.07,0.09
Kevin Love,0.2,0.8,4.2,44.6,2.4,3.4,0.05,0.08
Giannis Antetokounmpo,0.3,0.8,8.0,49.4,4.3,5.5,0.09,0.11
Monta Ellis,0.5,1.2,10.1,47.4,4.7,6.4,0.1,0.14
Kentavious Caldwell-Pope,0.2,0.5,3.7,23.3,1.8,2.6,0.08,0.11
Tyreke Evans,0.7,1.1,12.9,59.6,6.6,8.4,0.11,0.14
Ish Smith,0.5,1.0,12.9,64.2,6.5,8.0,0.1,0.13
Nicolas Batum,0.7,1.0,10.9,48.6,5.8,7.4,0.12,0.15
Mike Conley,0.6,1.4,11.1,62.0,6.1,8.1,0.1,0.13
Jeff Teague,0.4,1.7,12.4,51.5,5.9,8.0,0.12,0.16
Rodney Hood,0.3,0.8,5.3,37.8,2.7,3.8,0.07,0.1
Kristaps Porzingis,0.2,0.4,2.6,40.8,1.3,1.9,0.03,0.05
Goran Dragic,0.6,1.1,11.2,62.9,5.8,7.6,0.09,0.12
Eric Gordon,0.3,0.4,5.0,27.8,2.7,3.3,0.1,0.12
Will Barton,0.3,0.8,5.2,31.5,2.5,3.6,0.08,0.12
D'Angelo Russell,0.4,0.6,7.0,47.7,3.3,4.4,0.07,0.09
Greg Monroe,0.3,0.6,4.0,30.0,2.3,3.1,0.08,0.1
Deron Williams,0.7,1.4,12.0,71.5,5.8,8.0,0.08,0.11
Jamal Crawford,0.2,0.6,4.6,24.6,2.3,3.2,0.09,0.13
Marcus Morris,0.3,0.4,4.6,37.2,2.5,3.3,0.07,0.09
Jabari Parker,0.2,0.5,3.0,36.5,1.7,2.5,0.05,0.07
Evan Fournier,0.2,0.6,5.7,31.9,2.7,3.5,0.09,0.11
JJ Redick,0.3,0.4,2.8,19.9,1.4,2.1,0.07,0.11
Zach LaVine,0.3,0.8,6.0,34.9,3.1,4.3,0.09,0.12
Tobias Harris,0.2,0.6,4.5,40.6,2.2,3.0,0.06,0.07
Devin Booker,0.3,0.6,5.8,26.5,2.6,3.5,0.1,0.13
Arron Afflalo,0.3,0.7,4.6,38.8,2.0,3.1,0.05,0.08
Markieff Morris,0.2,0.5,4.0,31.9,1.9,2.6,0.06,0.08
Jarrett Jack,0.4,1.5,13.5,62.8,7.4,9.3,0.12,0.15
Serge Ibaka,0.1,0.3,1.7,24.2,0.8,1.3,0.04,0.05
