Nicola Murru,Cagliari,5,2013-2014,29.0(0.25518485121731294),2.2(0.13836477987421383),0.6(0.13636363636363635),0.7(0.20588235294117646),0.2(0.09090909090909091)
Matías Cabrera,Cagliari,0,2013-2014,30.6(0.26961226330027055),1.8(0.11320754716981132),0.8(0.18181818181818182),2.2(0.6470588235294118),0.3(0.13636363636363635)
Davide Astori,Cagliari,3,2013-2014,38.0(0.3363390441839495),6.1(0.38364779874213834),0.1(0.022727272727272728),0.2(0.05882352941176471),0.0(0.0)
Vlada Avramov,Cagliari,1,2013-2014,5.0(0.0387736699729486),6.8(0.42767295597484273),0.0(0.0),0.0(0.0),0.0(0.0)
Michael Agazzi,Cagliari,1,2013-2014,5.1(0.03967538322813345),4.7(0.29559748427672955),0.0(0.0),0.0(0.0),0.0(0.0)
Daniele Conti,Cagliari,3,2013-2014,54.6(0.4860234445446348),6.4(0.4025157232704403),0.3(0.06818181818181818),0.6(0.17647058823529413),0.2(0.09090909090909091)
Daniele Dessena,Cagliari,2,2013-2014,28.4(0.2497745716862038),2.4(0.1509433962264151),0.3(0.06818181818181818),0.3(0.08823529411764706),0.1(0.045454545454545456)
Nenê,Cagliari,0,2013-2014,22.3(0.1947700631199279),1.1(0.06918238993710692),0.2(0.045454545454545456),1.6(0.4705882352941177),0.0(0.0)
Danilo Avelar,Cagliari,5,2013-2014,29.0(0.25518485121731294),1.7(0.10691823899371068),0.7(0.15909090909090906),0.6(0.17647058823529413),0.2(0.09090909090909091)
Mauricio Pinilla,Cagliari,5,2013-2014,18.2(0.157799819657349),1.6(0.10062893081761007),0.4(0.09090909090909091),1.0(0.29411764705882354),0.2(0.09090909090909091)
Radja Nainggolan,Cagliari,3,2013-2014,38.9(0.34445446348061315),6.1(0.38364779874213834),0.3(0.06818181818181818),0.9(0.2647058823529412),0.2(0.09090909090909091)
Agim Ibraimi,Cagliari,4,2013-2014,32.9(0.29035166816952207),1.6(0.10062893081761007),1.5(0.3409090909090909),1.4(0.4117647058823529),0.8(0.36363636363636365)
Albin Ekdal,Cagliari,5,2013-2014,36.0(0.31830477908025245),1.6(0.10062893081761007),0.2(0.045454545454545456),0.8(0.23529411764705885),0.1(0.045454545454545456)
Gabriele Perico,Cagliari,2,2013-2014,30.8(0.27141568981064024),3.8(0.23899371069182387),0.7(0.15909090909090906),0.3(0.08823529411764706),0.1(0.045454545454545456)
Diego Farias,Cagliari,0,2016-2017,31.6(0.27862939585211904),0.9(0.05660377358490566),0.9(0.20454545454545453),1.5(0.4411764705882353),0.4(0.18181818181818182)
Simone Padoin,Cagliari,5,2016-2017,23.4(0.20468890892696123),1.2(0.07547169811320754),0.4(0.09090909090909091),0.6(0.17647058823529413),0.2(0.09090909090909091)
Mauricio Isla,Cagliari,5,2016-2017,30.4(0.2678088367899008),1.6(0.10062893081761007),0.5(0.11363636363636363),1.0(0.29411764705882354),0.1(0.045454545454545456)
Marco Sau,Cagliari,5,2016-2017,19.6(0.17042380522993691),0.7(0.0440251572327044),0.1(0.022727272727272728),0.7(0.20588235294117646),0.0(0.0)
Bruno Alves,Cagliari,2,2016-2017,31.6(0.27862939585211904),6.2(0.389937106918239),0.1(0.022727272727272728),0.1(0.029411764705882356),0.1(0.045454545454545456)
Nicola Murru,Cagliari,5,2016-2017,21.8(0.19026149684400365),1.4(0.0880503144654088),0.6(0.13636363636363635),0.4(0.11764705882352942),0.1(0.045454545454545456)
Artur Ionita,Cagliari,5,2016-2017,22.6(0.19747520288548245),0.7(0.0440251572327044),0.1(0.022727272727272728),0.5(0.14705882352941177),0.0(0.0)
Luca Ceppitelli,Cagliari,2,2016-2017,29.6(0.26059513074842205),3.2(0.20125786163522014),0.1(0.022727272727272728),0.1(0.029411764705882356),0.0(0.0)
Marco Capuano,Cagliari,2,2016-2017,34.2(0.3020739404869252),2.0(0.12578616352201258),0.4(0.09090909090909091),0.4(0.11764705882352942),0.0(0.0)
Marco Storari,Cagliari,1,2016-2017,5.4(0.04238052299368801),6.7(0.42138364779874216),0.0(0.0),0.0(0.0),0.0(0.0)
João Pedro,Cagliari,5,2016-2017,17.3(0.14968440036068534),1.5(0.09433962264150943),0.7(0.15909090909090906),0.9(0.2647058823529412),0.4(0.18181818181818182)
Daniele Dessena,Cagliari,5,2016-2017,24.1(0.21100090171325522),1.4(0.0880503144654088),0.1(0.022727272727272728),0.5(0.14705882352941177),0.1(0.045454545454545456)
Panagiotis Tachtsidis,Cagliari,0,2016-2017,36.5(0.32281334535617673),2.7(0.169811320754717),0.6(0.13636363636363635),1.1(0.3235294117647059),0.5(0.22727272727272727)
Fabio Pisacane,Cagliari,2,2016-2017,23.4(0.20468890892696123),2.3(0.14465408805031446),0.2(0.045454545454545456),0.2(0.05882352941176471),0.0(0.0)
Davide Di Gennaro,Cagliari,4,2016-2017,35.8(0.31650135256988277),3.0(0.18867924528301885),2.3(0.5227272727272726),1.1(0.3235294117647059),1.3(0.5909090909090908)
Rafael,Cagliari,1,2016-2017,5.7(0.04508566275924256),7.6(0.47798742138364775),0.0(0.0),0.0(0.0),0.0(0.0)
Marco Borriello,Cagliari,5,2016-2017,15.9(0.1370604147880974),0.3(0.018867924528301886),0.1(0.022727272727272728),0.8(0.23529411764705885),0.0(0.0)
Nicolò Barella,Cagliari,5,2016-2017,28.5(0.25067628494138866),1.8(0.11320754716981132),0.7(0.15909090909090906),0.8(0.23529411764705885),0.3(0.13636363636363635)
Bartosz Salamon,Cagliari,2,2016-2017,32.4(0.28584310189359785),5.6(0.3522012578616352),0.0(0.0),0.1(0.029411764705882356),0.1(0.045454545454545456)
Andrea Cossu,Cagliari,4,2014-2015,30.8(0.27141568981064024),1.8(0.11320754716981132),1.6(0.36363636363636365),1.8(0.5294117647058824),0.4(0.18181818181818182)
Víctor Ibarbo,Cagliari,0,2014-2015,25.8(0.22633002705139768),1.4(0.0880503144654088),0.7(0.15909090909090906),1.4(0.4117647058823529),0.3(0.13636363636363635)
Luca Rossettini,Cagliari,2,2014-2015,32.3(0.284941388638413),3.2(0.20125786163522014),0.0(0.0),0.3(0.08823529411764706),0.1(0.045454545454545456)
Diego Farias,Cagliari,0,2014-2015,27.0(0.2371505861136159),0.8(0.050314465408805034),0.7(0.15909090909090906),1.2(0.35294117647058826),0.3(0.13636363636363635)
Francesco Pisano,Cagliari,5,2014-2015,24.6(0.21550946798917947),0.7(0.0440251572327044),0.6(0.13636363636363635),0.5(0.14705882352941177),0.1(0.045454545454545456)
Modibo Diakité,Cagliari,2,2014-2015,25.9(0.22723174030658252),1.4(0.0880503144654088),0.0(0.0),0.0(0.0),0.0(0.0)
Marco Sau,Cagliari,0,2014-2015,19.0(0.1650135256988278),0.4(0.025157232704402517),0.1(0.022727272727272728),1.5(0.4411764705882353),0.1(0.045454545454545456)
Samuele Longo,Cagliari,5,2014-2015,10.1(0.08476104598737602),0.3(0.018867924528301886),0.2(0.045454545454545456),0.4(0.11764705882352942),0.0(0.0)
Luca Ceppitelli,Cagliari,2,2014-2015,32.7(0.28854824165915244),2.4(0.1509433962264151),0.0(0.0),0.0(0.0),0.0(0.0)
Marco Capuano,Cagliari,2,2014-2015,30.3(0.266907123534716),1.7(0.10691823899371068),0.0(0.0),0.2(0.05882352941176471),0.1(0.045454545454545456)
Zeljko Brkic,Cagliari,2,2014-2015,5.3(0.04147880973850315),4.3(0.27044025157232704),0.0(0.0),0.0(0.0),0.0(0.0)
Godfred Donsah,Cagliari,5,2014-2015,25.8(0.22633002705139768),1.4(0.0880503144654088),0.2(0.045454545454545456),0.7(0.20588235294117646),0.0(0.0)
Daniele Conti,Cagliari,3,2014-2015,51.2(0.4553651938683499),5.0(0.31446540880503143),0.0(0.0),0.4(0.11764705882352942),0.4(0.18181818181818182)
João Pedro,Cagliari,5,2014-2015,33.1(0.2921550946798918),1.4(0.0880503144654088),0.9(0.20454545454545453),0.8(0.23529411764705885),0.4(0.18181818181818182)
Lorenzo Crisetig,Cagliari,3,2014-2015,46.4(0.412082957619477),2.9(0.18238993710691823),0.2(0.045454545454545456),0.6(0.17647058823529413),0.2(0.09090909090909091)
Daniele Dessena,Cagliari,2,2014-2015,33.8(0.2984670874661857),1.9(0.11949685534591194),0.1(0.022727272727272728),0.5(0.14705882352941177),0.1(0.045454545454545456)
Danilo Avelar,Cagliari,0,2014-2015,31.7(0.2795311091073039),1.2(0.07547169811320754),1.1(0.25),1.1(0.3235294117647059),0.4(0.18181818181818182)
Paul-José M'Poku,Cagliari,0,2014-2015,30.1(0.2651036970243463),1.4(0.0880503144654088),0.9(0.20454545454545453),1.8(0.5294117647058824),0.2(0.09090909090909091)
Duje Cop,Cagliari,5,2014-2015,19.5(0.16952209197475204),0.8(0.050314465408805034),0.0(0.0),1.2(0.35294117647058826),0.1(0.045454545454545456)
Alessio Cragno,Cagliari,2,2014-2015,8.2(0.06762849413886383),3.0(0.18867924528301885),0.0(0.0),0.0(0.0),0.0(0.0)
Antonio Balzano,Cagliari,5,2014-2015,40.2(0.35617673579801623),1.7(0.10691823899371068),0.9(0.20454545454545453),0.7(0.20588235294117646),0.2(0.09090909090909091)
Albin Ekdal,Cagliari,5,2014-2015,41.8(0.37060414788097384),1.6(0.10062893081761007),0.1(0.022727272727272728),1.0(0.29411764705882354),0.0(0.0)
Andrea Cossu,Cagliari,4,2011-2012,28.2(0.2479711451758341),2.5(0.15723270440251572),3.4(0.7727272727272726),2.1(0.6176470588235294),1.3(0.5909090909090908)
Víctor Ibarbo,Cagliari,0,2011-2012,21.2(0.1848512173128945),0.7(0.0440251572327044),0.6(0.13636363636363635),1.7(0.5),0.4(0.18181818181818182)
Alessandro Agostini,Cagliari,5,2011-2012,26.4(0.23174030658250677),1.5(0.09433962264150943),0.8(0.18181818181818182),0.5(0.14705882352941177),0.3(0.13636363636363635)
Francesco Pisano,Cagliari,2,2011-2012,28.5(0.25067628494138866),1.3(0.08176100628930817),0.3(0.06818181818181818),0.2(0.05882352941176471),0.2(0.09090909090909091)
Davide Biondini,Cagliari,2,2011-2012,32.7(0.28854824165915244),2.8(0.1761006289308176),0.2(0.045454545454545456),0.6(0.17647058823529413),0.1(0.045454545454545456)
Joaquín Larrivey,Cagliari,5,2011-2012,14.7(0.12623985572587917),0.7(0.0440251572327044),0.0(0.0),0.6(0.17647058823529413),0.0(0.0)
Davide Astori,Cagliari,2,2011-2012,34.2(0.3020739404869252),5.1(0.32075471698113206),0.1(0.022727272727272728),0.3(0.08823529411764706),0.1(0.045454545454545456)
Thiago Ribeiro,Cagliari,0,2011-2012,24.0(0.21009918845807035),1.1(0.06918238993710692),0.9(0.20454545454545453),1.2(0.35294117647058826),0.2(0.09090909090909091)
Michael Agazzi,Cagliari,2,2011-2012,3.5(0.025247971145175834),4.2(0.2641509433962264),0.0(0.0),0.0(0.0),0.0(0.0)
Daniele Conti,Cagliari,3,2011-2012,41.3(0.36609558160504957),5.6(0.3522012578616352),0.1(0.022727272727272728),0.7(0.20588235294117646),0.2(0.09090909090909091)
Daniele Dessena,Cagliari,2,2011-2012,32.6(0.2876465284039676),3.3(0.20754716981132074),0.4(0.09090909090909091),0.3(0.08823529411764706),0.2(0.09090909090909091)
Nenê,Cagliari,5,2011-2012,21.2(0.1848512173128945),0.9(0.05660377358490566),0.2(0.045454545454545456),0.6(0.17647058823529413),0.1(0.045454545454545456)
Mauricio Pinilla,Cagliari,5,2011-2012,15.1(0.12984670874661858),1.0(0.06289308176100629),0.2(0.045454545454545456),0.8(0.23529411764705885),0.2(0.09090909090909091)
Radja Nainggolan,Cagliari,3,2011-2012,35.3(0.3119927862939585),4.5(0.2830188679245283),0.2(0.045454545454545456),0.8(0.23529411764705885),0.0(0.0)
Lorenzo Ariaudo,Cagliari,2,2011-2012,22.4(0.1956717763751127),2.3(0.14465408805031446),0.1(0.022727272727272728),0.2(0.05882352941176471),0.1(0.045454545454545456)
Michele Canini,Cagliari,2,2011-2012,26.3(0.23083859332732196),3.1(0.1949685534591195),0.0(0.0),0.1(0.029411764705882356),0.1(0.045454545454545456)
Albin Ekdal,Cagliari,5,2011-2012,32.0(0.2822362488728585),1.4(0.0880503144654088),0.2(0.045454545454545456),0.8(0.23529411764705885),0.1(0.045454545454545456)
Andrea Cossu,Cagliari,4,2010-2011,30.5(0.2687105500450857),3.1(0.1949685534591195),2.9(0.6590909090909091),2.5(0.7352941176470589),1.3(0.5909090909090908)
Alessandro Matri,Cagliari,5,2010-2011,12.0(0.10189359783588821),0.7(0.0440251572327044),0.1(0.022727272727272728),0.5(0.14705882352941177),0.1(0.045454545454545456)
Alessandro Agostini,Cagliari,5,2010-2011,21.9(0.19116321009918846),1.0(0.06289308176100629),1.0(0.22727272727272727),0.5(0.14705882352941177),0.3(0.13636363636363635)
Andrea Lazzari,Cagliari,5,2010-2011,25.8(0.22633002705139768),3.3(0.20754716981132074),0.5(0.11363636363636363),0.9(0.2647058823529412),0.2(0.09090909090909091)
Francesco Pisano,Cagliari,2,2010-2011,27.1(0.23805229936880076),0.9(0.05660377358490566),0.4(0.09090909090909091),0.1(0.029411764705882356),0.2(0.09090909090909091)
Davide Biondini,Cagliari,3,2010-2011,33.9(0.29936880072137056),3.3(0.20754716981132074),0.4(0.09090909090909091),0.6(0.17647058823529413),0.4(0.18181818181818182)
Davide Astori,Cagliari,2,2010-2011,23.9(0.20919747520288548),3.8(0.23899371069182387),0.0(0.0),0.2(0.05882352941176471),0.0(0.0)
Michael Agazzi,Cagliari,1,2010-2011,3.6(0.026149684400360692),6.0(0.3773584905660377),0.0(0.0),0.0(0.0),0.1(0.045454545454545456)
Daniele Conti,Cagliari,3,2010-2011,39.7(0.351668169522092),3.0(0.18867924528301885),0.0(0.0),0.7(0.20588235294117646),0.1(0.045454545454545456)
Robert Acquafresca,Cagliari,5,2010-2011,14.6(0.12533814247069433),0.4(0.025157232704402517),0.1(0.022727272727272728),0.6(0.17647058823529413),0.0(0.0)
Nenê,Cagliari,5,2010-2011,21.1(0.18394950405770968),1.3(0.08176100628930817),0.0(0.0),1.0(0.29411764705882354),0.1(0.045454545454545456)
Radja Nainggolan,Cagliari,3,2010-2011,35.5(0.31379621280432823),4.1(0.2578616352201258),0.2(0.045454545454545456),0.7(0.20588235294117646),0.0(0.0)
Lorenzo Ariaudo,Cagliari,2,2010-2011,22.5(0.19657348963029758),1.2(0.07547169811320754),0.3(0.06818181818181818),0.3(0.08823529411764706),0.1(0.045454545454545456)
Michele Canini,Cagliari,2,2010-2011,22.4(0.1956717763751127),3.1(0.1949685534591195),0.2(0.045454545454545456),0.1(0.029411764705882356),0.1(0.045454545454545456)
Gabriele Perico,Cagliari,5,2010-2011,26.4(0.23174030658250677),1.2(0.07547169811320754),0.6(0.13636363636363635),0.5(0.14705882352941177),0.2(0.09090909090909091)
Andrea Cossu,Cagliari,4,2012-2013,34.1(0.3011722272317403),2.9(0.18238993710691823),3.3(0.7499999999999999),1.6(0.4705882352941177),1.3(0.5909090909090908)
Víctor Ibarbo,Cagliari,0,2012-2013,20.4(0.1776375112714157),1.4(0.0880503144654088),0.8(0.18181818181818182),1.3(0.3823529411764706),0.3(0.13636363636363635)
Luca Rossettini,Cagliari,2,2012-2013,29.5(0.25969341749323716),5.3(0.3333333333333333),0.0(0.0),0.1(0.029411764705882356),0.0(0.0)
Francesco Pisano,Cagliari,5,2012-2013,29.1(0.2560865644724978),1.8(0.11320754716981132),0.7(0.15909090909090906),0.5(0.14705882352941177),0.1(0.045454545454545456)
Marco Sau,Cagliari,5,2012-2013,16.6(0.14337240757439138),0.3(0.018867924528301886),0.1(0.022727272727272728),1.0(0.29411764705882354),0.0(0.0)
Nicola Murru,Cagliari,2,2012-2013,24.2(0.21190261496844004),1.1(0.06918238993710692),0.2(0.045454545454545456),0.3(0.08823529411764706),0.0(0.0)
Davide Astori,Cagliari,2,2012-2013,31.7(0.2795311091073039),6.7(0.42138364779874216),0.1(0.022727272727272728),0.2(0.05882352941176471),0.1(0.045454545454545456)
Thiago Ribeiro,Cagliari,4,2012-2013,25.0(0.21911632100991887),2.3(0.14465408805031446),1.4(0.3181818181818181),1.5(0.4411764705882353),0.8(0.36363636363636365)
Michael Agazzi,Cagliari,1,2012-2013,4.5(0.034265103697024346),7.0(0.44025157232704404),0.0(0.0),0.0(0.0),0.0(0.0)
Daniele Conti,Cagliari,3,2012-2013,51.5(0.4580703336339044),7.8(0.49056603773584906),0.7(0.15909090909090906),1.5(0.4411764705882353),0.4(0.18181818181818182)
Daniele Dessena,Cagliari,5,2012-2013,27.9(0.24526600541027954),1.9(0.11949685534591194),0.3(0.06818181818181818),0.5(0.14705882352941177),0.1(0.045454545454545456)
Nenê,Cagliari,5,2012-2013,23.9(0.20919747520288548),1.0(0.06289308176100629),0.1(0.022727272727272728),1.2(0.35294117647058826),0.0(0.0)
Danilo Avelar,Cagliari,5,2012-2013,29.3(0.25788999098286747),1.7(0.10691823899371068),1.1(0.25),0.7(0.20588235294117646),0.5(0.22727272727272727)
Mauricio Pinilla,Cagliari,5,2012-2013,18.0(0.15599639314697927),1.3(0.08176100628930817),0.1(0.022727272727272728),1.1(0.3235294117647059),0.1(0.045454545454545456)
Radja Nainggolan,Cagliari,3,2012-2013,36.5(0.32281334535617673),5.2(0.3270440251572327),0.2(0.045454545454545456),0.8(0.23529411764705885),0.2(0.09090909090909091)
Lorenzo Ariaudo,Cagliari,2,2012-2013,28.6(0.2515779981965735),3.2(0.20125786163522014),0.1(0.022727272727272728),0.0(0.0),0.0(0.0)
Albin Ekdal,Cagliari,2,2012-2013,30.0(0.26420198376916143),2.0(0.12578616352201258),0.1(0.022727272727272728),0.5(0.14705882352941177),0.0(0.0)
Gabriele Perico,Cagliari,2,2012-2013,23.2(0.20288548241659154),2.4(0.1509433962264151),0.6(0.13636363636363635),0.2(0.05882352941176471),0.1(0.045454545454545456)
Álvaro Negredo,Sevilla,5,2009-2010,13.5(0.11541929666366098),1.5(0.09433962264150943),0.1(0.022727272727272728),0.8(0.23529411764705885),0.2(0.09090909090909091)
Luís Fabiano,Sevilla,5,2009-2010,13.2(0.1127141568981064),0.5(0.031446540880503145),0.2(0.045454545454545456),0.9(0.2647058823529412),0.1(0.045454545454545456)
Fernando Navarro,Sevilla,2,2009-2010,31.4(0.27682596934174936),3.1(0.1949685534591195),0.4(0.09090909090909091),0.5(0.14705882352941177),0.1(0.045454545454545456)
Sébastien Squillaci,Sevilla,2,2009-2010,20.1(0.17493237150586116),2.1(0.1320754716981132),0.0(0.0),0.1(0.029411764705882356),0.0(0.0)
Didier Zokora,Sevilla,2,2009-2010,30.4(0.2678088367899008),4.1(0.2578616352201258),0.1(0.022727272727272728),0.3(0.08823529411764706),0.0(0.0)
Diego Capel,Sevilla,4,2009-2010,22.4(0.1956717763751127),1.0(0.06289308176100629),1.6(0.36363636363636365),1.2(0.35294117647058826),0.6(0.2727272727272727)
Frederic Kanoute,Sevilla,5,2009-2010,26.6(0.23354373309287652),0.7(0.0440251572327044),0.1(0.022727272727272728),0.8(0.23529411764705885),0.2(0.09090909090909091)
Ivica Dragutinovic,Sevilla,2,2009-2010,26.4(0.23174030658250677),3.9(0.24528301886792453),0.5(0.11363636363636363),0.6(0.17647058823529413),0.1(0.045454545454545456)
Lolo,Sevilla,2,2009-2010,22.9(0.20018034265103699),4.6(0.2893081761006289),0.5(0.11363636363636363),0.5(0.14705882352941177),0.2(0.09090909090909091)
Andrés Palop,Sevilla,1,2009-2010,5.7(0.04508566275924256),9.6(0.6037735849056604),0.0(0.0),0.0(0.0),0.0(0.0)
Abdoulay Konko,Sevilla,2,2009-2010,29.1(0.2560865644724978),1.6(0.10062893081761007),0.4(0.09090909090909091),0.3(0.08823529411764706),0.1(0.045454545454545456)
Jesús Navas,Sevilla,4,2009-2010,25.7(0.2254283137962128),1.2(0.07547169811320754),1.6(0.36363636363636365),1.3(0.3823529411764706),0.4(0.18181818181818182)
Renato,Sevilla,4,2009-2010,33.4(0.29486023444544635),4.5(0.2830188679245283),0.9(0.20454545454545453),1.1(0.3235294117647059),0.6(0.2727272727272727)
Romaric,Sevilla,3,2009-2010,46.0(0.4084761045987376),4.9(0.30817610062893086),0.8(0.18181818181818182),1.3(0.3823529411764706),0.3(0.13636363636363635)
Adriano,Sevilla,4,2009-2010,26.5(0.23264201983769164),2.8(0.1761006289308176),1.3(0.2954545454545454),0.7(0.20588235294117646),0.5(0.22727272727272727)
Julien Escudé,Sevilla,2,2009-2010,26.7(0.23444544634806133),5.2(0.3270440251572327),0.0(0.0),0.1(0.029411764705882356),0.0(0.0)
Marius Stankevicius,Sevilla,2,2009-2010,29.2(0.2569882777276826),4.1(0.2578616352201258),0.4(0.09090909090909091),0.2(0.05882352941176471),0.3(0.13636363636363635)
Diego Perotti,Sevilla,4,2009-2010,30.2(0.2660054102795311),0.9(0.05660377358490566),3.0(0.6818181818181818),1.4(0.4117647058823529),1.0(0.45454545454545453)
Federico Fazio,Sevilla,2,2009-2010,20.0(0.17403065825067632),2.7(0.169811320754717),0.1(0.022727272727272728),0.0(0.0),0.1(0.045454545454545456)
Carlos Bacca,Sevilla,5,2013-2014,13.0(0.11091073038773672),0.2(0.012578616352201259),0.0(0.0),1.3(0.3823529411764706),0.0(0.0)
Alberto Moreno,Sevilla,5,2013-2014,22.2(0.19386834986474302),1.3(0.08176100628930817),0.6(0.13636363636363635),0.4(0.11764705882352942),0.3(0.13636363636363635)
Marko Marin,Sevilla,0,2013-2014,32.4(0.28584310189359785),1.9(0.11949685534591194),0.5(0.11363636363636363),1.6(0.4705882352941177),0.1(0.045454545454545456)
Ivan Rakitic,Sevilla,4,2013-2014,39.1(0.3462578899909829),5.5(0.34591194968553457),2.4(0.5454545454545454),1.4(0.4117647058823529),1.1(0.5)
Vitolo,Sevilla,0,2013-2014,27.0(0.2371505861136159),1.4(0.0880503144654088),0.4(0.09090909090909091),1.4(0.4117647058823529),0.2(0.09090909090909091)
Coke,Sevilla,2,2013-2014,24.8(0.2173128944995492),2.0(0.12578616352201258),0.3(0.06818181818181818),0.3(0.08823529411764706),0.1(0.045454545454545456)
Fernando Navarro,Sevilla,2,2013-2014,22.3(0.1947700631199279),3.1(0.1949685534591195),0.1(0.022727272727272728),0.2(0.05882352941176471),0.0(0.0)
Daniel Carriço,Sevilla,2,2013-2014,26.9(0.23624887285843102),3.8(0.23899371069182387),0.0(0.0),0.3(0.08823529411764706),0.0(0.0)
Vicente Iborra,Sevilla,2,2013-2014,28.5(0.25067628494138866),3.1(0.1949685534591195),0.0(0.0),0.4(0.11764705882352942),0.1(0.045454545454545456)
Nico Pareja,Sevilla,2,2013-2014,27.7(0.24346257889990985),4.1(0.2578616352201258),0.0(0.0),0.0(0.0),0.0(0.0)
Jairo Samperio,Sevilla,5,2013-2014,12.0(0.10189359783588821),0.3(0.018867924528301886),0.2(0.045454545454545456),0.9(0.2647058823529412),0.1(0.045454545454545456)
Reyes,Sevilla,4,2013-2014,24.3(0.2128043282236249),1.8(0.11320754716981132),1.1(0.25),1.4(0.4117647058823529),0.6(0.2727272727272727)
Beto,Sevilla,1,2013-2014,7.6(0.062218214607754736),8.5(0.5345911949685535),0.0(0.0),0.0(0.0),0.1(0.045454545454545456)
Cala,Sevilla,2,2013-2014,24.2(0.21190261496844004),3.4(0.21383647798742136),0.0(0.0),0.0(0.0),0.0(0.0)
Piotr Trochowski,Sevilla,5,2013-2014,31.2(0.27502254283137967),1.7(0.10691823899371068),0.5(0.11363636363636363),0.5(0.14705882352941177),0.1(0.045454545454545456)
Diogo Figueiras,Sevilla,5,2013-2014,20.1(0.17493237150586116),0.7(0.0440251572327044),0.5(0.11363636363636363),0.6(0.17647058823529413),0.1(0.045454545454545456)
Stéphane Mbia,Sevilla,5,2013-2014,28.3(0.24887285843101897),2.7(0.169811320754717),0.1(0.022727272727272728),0.8(0.23529411764705885),0.1(0.045454545454545456)
Kevin Gameiro,Sevilla,5,2013-2014,18.3(0.15870153291253383),0.1(0.006289308176100629),0.2(0.045454545454545456),1.3(0.3823529411764706),0.0(0.0)
Federico Fazio,Sevilla,2,2013-2014,24.8(0.2173128944995492),4.1(0.2578616352201258),0.0(0.0),0.2(0.05882352941176471),0.0(0.0)
Sergio Escudero,Sevilla,5,2016-2017,38.2(0.33814247069431924),1.9(0.11949685534591194),0.5(0.11363636363636363),0.7(0.20588235294117646),0.3(0.13636363636363635)
Sergio Rico,Sevilla,1,2016-2017,10.5(0.08836789900811544),6.6(0.4150943396226415),0.0(0.0),0.0(0.0),0.0(0.0)
Steven N'Zonzi,Sevilla,3,2016-2017,69.0(0.6158701532912534),4.7(0.29559748427672955),0.1(0.022727272727272728),0.5(0.14705882352941177),0.1(0.045454545454545456)
Joaquín Correa,Sevilla,5,2016-2017,25.9(0.22723174030658252),0.8(0.050314465408805034),0.3(0.06818181818181818),0.7(0.20588235294117646),0.1(0.045454545454545456)
Matías Kranevitter,Sevilla,2,2016-2017,39.8(0.3525698827772768),2.9(0.18238993710691823),0.0(0.0),0.1(0.029411764705882356),0.1(0.045454545454545456)
Vitolo,Sevilla,0,2016-2017,36.8(0.32551848512173126),1.7(0.10691823899371068),0.3(0.06818181818181818),1.7(0.5),0.1(0.045454545454545456)
Luciano Vietto,Sevilla,5,2016-2017,22.2(0.19386834986474302),0.6(0.03773584905660377),0.3(0.06818181818181818),1.1(0.3235294117647059),0.0(0.0)
Franco Vázquez,Sevilla,0,2016-2017,28.7(0.25247971145175835),1.9(0.11949685534591194),0.6(0.13636363636363635),1.2(0.35294117647058826),0.2(0.09090909090909091)
Stevan Jovetic,Sevilla,0,2016-2017,21.8(0.19026149684400365),0.8(0.050314465408805034),0.1(0.022727272727272728),1.6(0.4705882352941177),0.0(0.0)
Vicente Iborra,Sevilla,3,2016-2017,44.2(0.3922452660054103),3.8(0.23899371069182387),0.1(0.022727272727272728),0.9(0.2647058823529412),0.1(0.045454545454545456)
Nico Pareja,Sevilla,2,2016-2017,35.1(0.3101893597835888),4.4(0.27672955974842767),0.1(0.022727272727272728),0.1(0.029411764705882356),0.2(0.09090909090909091)
Wissam Ben Yedder,Sevilla,5,2016-2017,16.6(0.14337240757439138),0.4(0.025157232704402517),0.2(0.045454545454545456),1.3(0.3823529411764706),0.1(0.045454545454545456)
Samir Nasri,Sevilla,0,2016-2017,63.0(0.5617673579801623),2.3(0.14465408805031446),0.7(0.15909090909090906),1.3(0.3823529411764706),0.5(0.22727272727272727)
Clement Lenglet,Sevilla,2,2016-2017,43.1(0.3823264201983769),4.8(0.3018867924528302),0.1(0.022727272727272728),0.1(0.029411764705882356),0.1(0.045454545454545456)
Adil Rami,Sevilla,2,2016-2017,36.2(0.3201082055906222),4.4(0.27672955974842767),0.0(0.0),0.1(0.029411764705882356),0.1(0.045454545454545456)
Pablo Sarabia,Sevilla,4,2016-2017,31.1(0.2741208295761948),1.5(0.09433962264150943),1.6(0.36363636363636365),1.4(0.4117647058823529),0.5(0.22727272727272727)
Mariano,Sevilla,0,2016-2017,33.3(0.29395852119026145),2.5(0.15723270440251572),1.0(0.22727272727272727),1.1(0.3235294117647059),0.1(0.045454545454545456)
Gabriel Mercado,Sevilla,2,2016-2017,33.1(0.2921550946798918),2.0(0.12578616352201258),0.0(0.0),0.2(0.05882352941176471),0.0(0.0)
Carlos Bacca,Sevilla,5,2014-2015,11.6(0.09828674481514879),0.4(0.025157232704402517),0.0(0.0),1.1(0.3235294117647059),0.0(0.0)
Kolo,Sevilla,2,2014-2015,24.6(0.21550946798917947),3.9(0.24528301886792453),0.0(0.0),0.2(0.05882352941176471),0.1(0.045454545454545456)
Sergio Rico,Sevilla,1,2014-2015,5.9(0.04688908926961227),8.0(0.5031446540880503),0.0(0.0),0.0(0.0),0.0(0.0)
